cell_type,cell_id,model,seed,hof,decay_time_constant_after_stim,sag_amplitude,steady_state_voltage,steady_state_voltage_stimend,voltage_base,AHP1_depth_from_peak,AHP_depth,AHP_time_from_peak,AP1_peak,AP1_width,Spikecount,decay_time_constant_after_stim,depol_block,inv_first_ISI,mean_AP_amplitude,steady_state_voltage,steady_state_voltage_stimend,time_to_first_spike,voltage_base,slope,intercept
ITL23,569860121,ITL23__569860121_stage_1_seed_1_hof_16.json,1,16,9.408049139722351,0.9604827608424955,-69.16234326627668,-78.32834851794308,-69.21050258410666,105.42606202353825,35.9913990502026,1.9000000001105946,48.16789816028011,1.009615493725435,3.0,15.474213716350578,0.0,50.76142131684225,54.837630469007046,-70.03454201807425,-48.06826665980063,2.1000000292260665,-69.21636735905756,82.4136599946736,0.20651236421207939
ITL23,569860121,ITL23__569860121_stage_1_seed_1_hof_17.json,1,17,79.10918358983615,0.9160848735800471,-70.25918930199443,-80.92502436286338,-70.30631972896305,101.2165294051369,19.456281893635698,2.900000000168802,48.3814836399904,0.9652335683559319,8.0,54.96974097550584,0.0,68.49315068094468,65.80631623260572,-71.07997696877301,-44.511211191472675,1.2000000291736796,-70.33682063516648,239.29317931463208,0.1996879745719326
ITL23,569860121,ITL23__569860121_stage_1_seed_1_hof_18.json,1,18,252.07896875255088,1.545809012696921,-69.75275189601425,-80.54317675061756,-69.83314702715528,103.4952185907291,20.19183567430929,2.60000000015134,48.423712704023536,0.8857297530641456,46.0,54.50277782232687,1.0,135.13513512726922,53.07285781357351,-70.52429222508607,-42.71388794554299,1.1000000291678589,-69.84171435628052,805.2771362320839,0.19255888933524698
ITL23,569860121,ITL23__569860121_stage_1_seed_1_hof_19.json,1,19,10.382278023415978,1.1201417225320114,-69.32188017283993,-78.31550405390092,-69.37721076357008,112.54685632259006,9.547466342489244,2.900000000168802,49.48380538246673,1.0500309682941873,22.0,12.92397099749349,1.0,88.49557521608781,73.6118131939314,-69.91645252299318,-47.31175612703746,2.300000029237708,-69.37860798175868,717.570879137153,0.20679632204509069
ITL23,569860121,ITL23__569860121_stage_1_seed_1_hof_2.json,1,2,8.053754642749663,1.28679389140774,-68.93274327244697,-78.67926512339625,-68.99527585926802,102.81535426739103,22.640129250801543,3.6000000002095476,37.84773310223314,0.8971715532231146,6.0,14.481472209141518,1.0,93.45794391979368,43.623202548188594,-69.11387184311552,-42.488328936099215,2.5000000292493496,-68.99770936332418,864.8220763400258,0.21940067413736491
ITL23,569860121,ITL23__569860121_stage_1_seed_1_hof_3.json,1,3,15.058624604395302,1.4392600581983857,-68.62443762693384,-78.02862600242082,-68.69884995580662,95.15725437584194,9.379959259511548,3.2000000001862645,44.752268130924385,0.8593368238211935,4.0,48.988615450033635,1.0,2.8918449969398274,81.49877853502736,-70.69550607552988,-51.04960677880087,1.6000000291969627,-68.79636840891573,58.02278846723963,0.1724966496610425
ITL23,569860121,ITL23__569860121_stage_1_seed_1_hof_4.json,1,4,33.32338071062198,1.0839324083408997,-68.80844379970742,-78.29631857296219,-68.86156690497036,91.6955315852043,18.42958087139955,3.000000000174623,44.39074535684748,0.8210352341723909,55.0,15.412700319540363,0.0,161.29032257125684,56.21147298420724,-69.01755905371594,-41.29658258177865,1.7000000292027835,-68.86156546868902,1692.4454708464502,0.20888758514827285
ITL23,569860121,ITL23__569860121_stage_1_seed_1_hof_5.json,1,5,15.466252626079392,0.8550796846897128,-69.5005768564886,-80.99473934013561,-69.52077178946445,92.56089125696025,0.49888585024012855,3.1000000001804437,23.535113483073616,1.0586454621998886,1.0,15.22602960200173,1.0,0.0,68.58208491125903,-69.75708475231626,-45.43413238282806,2.6000000292551704,-69.52466362412676,0.0,0.0
ITL23,569860121,ITL23__569860121_stage_1_seed_1_hof_6.json,1,6,317.2366200023552,0.9863244917802945,-68.89795577676355,-78.1621856783942,-68.94794058963468,96.88811533834154,16.390239717421743,2.60000000015134,47.194711668829754,0.8294772259319046,111.0,14.720044868130108,1.0,144.92753622344816,68.16521545150616,-68.96956110129152,-41.14029695118523,1.2000000291736796,-68.94790813901213,59.69262251401805,0.18694248191550467
ITL23,569860121,ITL23__569860121_stage_1_seed_1_hof_7.json,1,7,8.026556629297257,1.488728455731092,-69.56739160657872,-79.31511453991509,-69.63967101415673,81.83489934387998,21.361566907529145,3.800000000221189,28.345997555491174,0.6660646250815595,5.0,15.037382786517544,1.0,97.08737863512548,49.67799093364077,-69.74493424290527,-44.384848805823836,2.6000000292551704,-69.6409946583975,639.6458244543311,0.22495192132488448
ITL23,569860121,ITL23__569860121_stage_1_seed_1_hof_8.json,1,8,151.77901920180122,1.154672719037734,-71.02739216198904,-81.7412022064307,-71.0888910300074,100.69168645525733,18.76721949225209,2.350000000136788,48.944622401595,0.920033505009347,12.0,87.71759304449284,0.0,140.84507041433696,70.11717721710909,-71.37202076505692,-44.27972828716316,1.3000000291795004,-71.0894967716888,599.1808672604907,0.2106178221932127
ITL23,569860121,ITL23__569860121_stage_1_seed_1_hof_9.json,1,9,42.830264639746176,1.2149520346527112,-69.13655316215865,-78.3586878348397,-69.19677846491004,108.06334352629754,12.189840022164816,2.8000000001629815,50.484572271382596,1.0229244240031672,23.0,109785.34741055504,1.0,92.592592587203,79.72511004557717,-69.69171153271687,-47.33295983156732,1.6000000291969627,-69.196752271181,618.5953487751177,0.1977075997054735
ITL23,571732727,ITL23__571732727_stage_1_seed_1_hof_0.json,1,0,27.895244094475373,0.03264874574767873,-67.6254375049063,-76.27342334235472,-67.0453580885081,88.65477762800145,5.166224435435552,2.500000000145519,27.170138953320876,0.746096086902833,5.0,13.567349875063968,1.0,81.96721310998298,68.34010157584586,-69.77419671269931,-54.81889878047966,48.70000003193854,-67.34139521805075,119.99999999999999,0.15890255262434025
ITL23,571732727,ITL23__571732727_stage_1_seed_1_hof_1.json,1,1,20.191185848533003,0.33286818124604167,-67.47635142537729,-74.35623276786505,-67.25314264793865,91.4265803406126,5.8355432383304375,2.4000000001396984,29.500889786160002,0.7632255856532634,7.0,13.023788111445644,1.0,86.9565217340689,70.06222243252763,-70.00269051867322,-55.06173903539816,42.60000003158348,-67.88819222804,179.99999999999994,0.1694878699722295
ITL23,571732727,ITL23__571732727_stage_1_seed_1_hof_10.json,1,10,28.848125596929002,0.4030302827518142,-66.94940176723132,-73.91983313973351,-66.55583957594601,69.61949899886122,9.62643998729514,3.4500000002008164,13.116971150253377,0.9343353893088646,6.0,18.29599550807284,1.0,76.9230769185994,53.24786278830999,-68.68343007537514,-54.929496647307346,64.70000003286987,-66.78788771922491,139.47434977985222,0.16710157329269426
ITL23,571732727,ITL23__571732727_stage_1_seed_1_hof_11.json,1,11,26.37982402671,0.1580652474518871,-71.82596773180761,-78.8951988699018,-71.39520721590343,105.49512677695789,-1.6475015259799832,2.750000000160071,36.352638644079164,0.8355965318884738,8.0,7.338863176974525,1.0,93.45794391979368,81.03695847243915,-74.3891748983554,-65.70881506365089,52.10000003213645,-71.50602099990262,196.24628919114232,0.16673220713545792
