cell_name,CACNA1A,CACNA1B,CACNA1C,CACNA1D,CACNA1E,CACNA1F,CACNA1G,CACNA1H,CACNA1I,CACNA1S,CATSPER1,CATSPER2,CATSPER3,CATSPER4,CNGA1,CNGA2,CNGA3,CNGA4,CNGB1,CNGB3,HCN1,HCN2,HCN3,HCN4,HVCN1,KCNA1,KCNA10,KCNA2,KCNA3,KCNA4,KCNA5,KCNA6,KCNA7,KCNB1,KCNB2,KCNC1,KCNC2,KCNC3,KCNC4,KCND1,KCND2,KCND3,KCNF1,KCNG1,KCNG2,KCNG3,KCNG4,KCNH1,KCNH2,KCNH3,KCNH4,KCNH5,KCNH6,KCNH7,KCNH8,KCNJ1,KCNJ10,KCNJ11,KCNJ12,KCNJ13,KCNJ14,KCNJ15,KCNJ16,KCNJ2,KCNJ3,KCNJ4,KCNJ5,KCNJ6,KCNJ8,KCNJ9,KCNK1,KCNK10,KCNK12,KCNK13,KCNK15,KCNK16,KCNK17,KCNK18,KCNK2,KCNK3,KCNK4,KCNK5,KCNK6,KCNK7,KCNK9,KCNMA1,KCNN1,KCNN2,KCNN3,KCNN4,KCNQ1,KCNQ2,KCNQ3,KCNQ4,KCNQ5,KCNS1,KCNS2,KCNS3,KCNT1,KCNT2,KCNU1,KCNV1,KCNV2,MCOLN1,MCOLN2,MCOLN3,PKD2,PKD2L1,PKD2L2,RYR1,RYR2,RYR3,SCN10A,SCN11A,SCN1A,SCN2A,SCN3A,SCN4A,SCN5A,SCN8A,SCN9A,TPCN1,TPCN2,TRPA1,TRPC1,TRPC2,TRPC3,TRPC4,TRPC5,TRPC6,TRPC7,TRPM1,TRPM2,TRPM3,TRPM4,TRPM5,TRPM6,TRPM7,TRPM8,TRPV1,TRPV2,TRPV3,TRPV4,TRPV5,TRPV6
557304600,75.7500408773086,1308.07387661304,292.222718668967,254.963552221185,273.439171947358,0,0,0,0.615853990872428,0,0,0,0,0,0,0,0,0,0,4.61890493154321,221.707436714074,8.00610188134156,0,0,0,0,0,0,323.631272203461,0,0,0,0,0,2.46341596348971,120.707382210996,189.067175197835,0.307926995436214,0,0,660.195478215243,159.814110631395,0,0.307926995436214,88.9909016810658,0,0,0.923780986308642,0,0,0,0,0,0.307926995436214,0,0,0,0,0,0,0,0,1.23170798174486,0,426.17096168372,0.307926995436214,0,250.652574285078,0,0,0,0,0,0.307926995436214,0,0,0,0,0,0,0,0,0,0,0,147.804957809383,0.615853990872428,428.326450651774,0.615853990872428,0.307926995436214,0,0,928.091964244749,1.53963497718107,1139.63781010943,0,0,0,0.923780986308642,371.359956496074,0,0,0,55.1189321830823,84.9878507403951,0,0,0,52.0396622287202,0,202.000109006156,0.307926995436214,0,0,186.295832238909,301.460528532054,260.198311143601,0,0,5.23475892241564,0,0,0,0.923780986308642,507.155761483444,0,0,0,0,0,0,0,145.957395836765,0,0,21.554889680535,0,269.128194011251,0,0,0,0.307926995436214,0,0,0
538898339,0.598016379668639,0,0.598016379668639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58809827801183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598016379668639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58809827801183,0,191.963257873633,0,0,0,0,5.38214741701775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19603275933728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79404913900592,0,0,0.598016379668639,0,0.598016379668639,0,0,0,0,0,345.055451068805,0,0,7.77421293569231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539733464,74.2750752654097,230.417789045581,541.052659377804,47.205936724238,397.784291976972,0,37.6327048011409,56.7791686473354,0,0,0,0.660222891248085,0.330111445624043,0,0,0,0,4.29144879311257,0.660222891248085,0.660222891248085,82.5278614060105,0,0,0,17.1657951724502,0,0,16.5055722812022,40.9338192573813,30.7003644430361,0,17.1657951724502,0,71.304072254793,48.1962710611104,190.144192679449,424.193207626897,0.990334336872128,0,0,503.08984313104,71.9642951460411,0,0,137.656472825226,15.185126498706,0,357.180584165214,3.96133734748852,8.91300903184914,8.58289758622508,0,0,307.663867321607,0.330111445624043,0,102.994771034702,32.6810331167803,0,34.9918132361486,1.98066867374425,0,51.1672740717266,14.1947921618338,188.823746896953,1.98066867374425,0,228.437120371838,0,0,162.084719801405,16.5055722812022,31.360587334284,6.60222891248088,0,0,0,0,29.3799186605399,35.6520361273965,0,0,0,0,0,736.808746632866,1.98066867374425,241.971689642424,56.1189457560871,0,7.26245180372895,1.32044578249617,39.2832620292611,1.65055722812021,530.489093117836,62.3910632229441,8.91300903184914,0,0,106.625996936566,0,152.841599323932,10.8936777055934,18.1561295093224,0.330111445624043,0,125.442349337136,0,0.990334336872128,35.9821475730207,913.088258596102,215.562773992499,19.4765752918185,0,117.519674642159,501.439285902922,251.544921565521,0,0.330111445624043,152.841599323932,270.361273966091,0,6.2721174668568,0,115.869117414039,0,0,0,468.758252786142,0,0,0,0,58.0996144298315,27.7293614324196,0,0,58.0996144298315,0,31.360587334284,0,52.1576084085988,0,0,0
539735184,101.351278939847,323.650458729362,538.907102520034,176.981991623057,134.420578412667,14.6974664323645,0,0,30.9259189514338,1.22478886936372,0.306197217340928,0,0,0,0,0,0,0,49.9101464265712,0.918591652022784,43.1738076450708,0,0,0.612394434681856,0.612394434681856,0,0,0.918591652022784,52.9721185999807,0,0,0.918591652022784,0,122.785084153712,92.1653624196192,41.9490187757072,290.2749620392,0,0.918591652022784,0,1592.53172739014,85.1228264207781,0,0,126.765647979144,120.029309197644,0,717.113883012456,0,0,18.0656358231147,89.1033902462103,0,84.2042347687551,1.83718330404558,0,87.8786013768465,0,0.612394434681856,0,0.612394434681856,0.306197217340928,2.1433805213865,0,379.990746720092,0,0,76.8555015525728,0,0,29.70113008207,67.363387815004,13.7788747803418,0.612394434681856,0,0,0,0.306197217340928,0.918591652022784,0.306197217340928,0,0,0,0.306197217340928,0.612394434681856,570.445415906147,0.612394434681856,36.7436660809114,0.918591652022784,0,1.22478886936372,19.9028191271603,166.877483450806,0,823.670514647099,0,0,0,3.67436660809113,217.706221529401,0.306197217340928,31.8445106034565,0,0,1.22478886936372,0.306197217340928,198.721994054263,0,0.306197217340928,0.306197217340928,998.202928531425,135.951564499372,1.22478886936372,0.612394434681856,169.020863972192,957.478698625081,210.663685530559,0,0.612394434681856,177.900583275079,0.918591652022784,0.306197217340928,3.67436660809113,36.4374688635704,45.9295826011393,0.306197217340928,0,7.34873321618226,0.612394434681856,0.306197217340928,3.3681693907502,0.306197217340928,0,22.3523968658878,0.306197217340928,0.612394434681856,0.306197217340928,188.005091447329,0.306197217340928,0,0,0,0,0,0.306197217340928
539735188,168.950459587687,80.3641903533266,102.643371837417,111.661135771454,0.530456702002156,0,15.9137010600647,0,0,0,0,0,0,0,0,0,0,0,0,0,246.397138080001,31.2969454181272,0,0,50.6586150412059,0,0,50.923843392207,0,0,0,0,0,11.6700474440474,0,58.8806939222393,397.577298150616,0.265228351001078,0,0,186.190302402757,179.55959362773,0,0,59.9416073262436,0,0,7.95685053003234,55.4327253592253,33.4187722261358,0,0,0,6.10025207302479,0,0,6.89593712602803,0,0,0,0,0,1.32614175500539,0,18.8312129210765,0,0,3.18274021201293,0,0,0.530456702002156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530456702002156,0,0,32.6230871731326,0,0,0,551.674970082242,0,813.720580871307,0,0,0.265228351001078,15.1180160070614,470.249866324911,0,0,0,0,0,0,26.7880634511089,0,0.265228351001078,0.265228351001078,155.423813686632,0.530456702002156,14.0571026030571,0,672.619098138734,333.126808857354,94.6865213073848,0,0,103.704285241421,0,79.8337336513245,0,0,11.9352757950485,0,27.0532918021099,0,0.530456702002156,0,0,0,105.560883698429,0.265228351001078,0,0,0,0.530456702002156,0,0,0,0,0,0,0
539736925,58.937857567758,1649.57468797198,194.974656721245,3.08395766342919,292.633316063171,0,0,0.342661962603244,0,0,0,0,124.386292424978,0,0,0,0,0,0,0,2.05597177561945,0,0,0,0,0,0,0,0,0,0,0,0,283.724105035486,3.42661962603244,0,0.342661962603244,0,0,0,0,0,0,0,128.84089793882,0.342661962603244,0,0.342661962603244,0,0.685323925206488,0,0,0,11.9931686911135,0.342661962603244,0,0,0,0,0,0,0,6.16791532685839,0,4.11194355123894,0,0,663.050897637277,0,0,72.9869980344908,0.685323925206488,0,0,0,0,0,0,0,0,0,0,0,0,0,2443.52245532371,0,810.05287959407,0.685323925206488,0,0,5.4825914016519,0,0,148.715291769808,0,0,0,0,0,0,0,0,0,0,0,0.342661962603244,0,0,0.342661962603244,0.685323925206488,443.4045796086,0.342661962603244,0,0,42.4900833628023,63.3924630816001,0,0,60.6511673807741,118.561039060723,222.387613729506,2.74129570082595,0,256.311148027227,0,0,8.90921102768436,0.685323925206488,0,0,0,0,10.9651828033038,0.342661962603244,0,0,420.788890076785,0.342661962603244,51.7419563530899,0,0,0,0,0
539736936,21.7709406761659,317.327953491993,424.203480447716,535.037360253652,68.6114494036742,0,44.2016068273671,0,99.6185467303348,0,0,3.29862737517664,0,0,0,0,0,0.659725475035328,0.659725475035328,0,5.93752927531796,0,0,0,0,0,0,0,0,0,0,0.659725475035328,0,131.945095007066,0.659725475035328,34.9654501768724,389.238030270843,9.89588212552992,1.97917642510599,0,696.010376162273,190.000936810175,0,0,7.91670570042391,87.0837627046636,0,414.967323797223,0,9.23615665049462,191.98011323528,0,0,25.7292935263777,0,0,0,0,0,0,0,0,9.89588212552992,0,201.875995360811,0,0,174.167525409326,0,19.1320387760245,896.566920573011,0,17.1528623509186,0,7.25698022538861,0,0,0,0,0,0,0,0,0,0,628.718377708669,0,130.625644056995,0,0,0,142.500702607631,0,0,2917.96577608131,0,0,2.63890190014131,0,248.056778613283,0,0,0,46.1807832524729,0,0,67.2919984536033,0,1.31945095007065,0,494.134380801459,13.8542349757419,0,0,294.237561865756,2026.6766593085,474.342616550399,0,0,209.1329755862,0,1.97917642510599,9.23615665049462,0,0,0,0,66.6322729785681,0,0,0,0,0,122.049212881536,0.659725475035328,0,0,125.347840256712,0,0,0,0,0,0,0
541549258,49.5763234198553,293.773213778467,648.511906357026,430.108103183066,673.300068066951,0,0,0,0,0,0,0,0,0,0,0,0,0,55.605876268216,0.66995031648453,115.231454435339,0,0,0,0,0,0,44.216720887979,6.02955284836076,60.2955284836077,0,9.04432927254115,0,2.00985094945358,0.334975158242264,0,466.285420273232,3.6847267406649,0.334975158242264,0.334975158242264,434.797755398462,95.8028952572879,0,0,0,7.03447832308758,0,950.324523933305,3.6847267406649,0,21.1034349692627,1.67487579121133,0,309.852021374096,0.66995031648453,0,0,0,0,0,0,0,2.34482610769585,0,933.910741179437,0,0,223.763405705833,0,0,93.4580691495917,17.75368338684,2.34482610769585,0,0,0,0,0,0,0,0,0,0,0,43.8817457297367,801.930528831981,0,5.6945776901185,117.911255701277,0,0,0,446.186910778698,0,601.95035936135,0,0,0,4.01970189890717,0,0,132.650162663937,33.1625406659842,0,0,0,105.852150004556,0,150.068870892534,5.6945776901185,2882.12626151635,69.3398577561487,0,0,4.01970189890717,409.339643372048,186.581163140941,0,0,286.738735455379,4.35467705714944,0,0,0,91.7831933583808,0,0,58.285677534154,12.3940808549638,0.334975158242264,0,0,0,127.625535290303,0,0,0,72.019659022087,0,0.66995031648453,0,0,0,0,0
541557114,26.9825643575043,105.886123766569,293.128767338342,344.640935657213,524.524698040575,0.408826732689458,0,0,3.27061386151566,6.95005445572077,0.408826732689458,0,2.45296039613675,0,0,0,0,0,0,0.408826732689458,284.543405951863,0.408826732689458,0,21.6678168325413,0,0,0,0.408826732689458,0,0,0,0,0,154.945331689304,0.408826732689458,0,226.89883664265,0,0.408826732689458,1.22648019806837,192.148564364045,6.95005445572077,0,0,44.5621138631509,1.63530693075783,0,152.901198025858,2.45296039613675,0,2.0441336634473,0,0,49.4680346554245,22.0766435652308,0,0,0,0,0,0,0,4.49709405958403,8.17653465378915,288.222846546069,0.817653465378917,0,2.0441336634473,0,0,47.0150742592879,0,0.408826732689458,79.7212128744441,0,0,0,0,13.4912821787522,0,0,0,0,0,0,291.084633674895,50.2856881208033,20.8501633671625,14.3089356441311,0,0.408826732689458,40.065019803567,0.408826732689458,0,974.234103998982,26.5737376248148,0,0,0,27.8002178228831,0,0,0,34.7502722786039,0,0.408826732689458,0,0.408826732689458,8.99418811916807,56.8269158438348,950.930980235682,22.4854702979202,0,0.408826732689458,0,110.383217826154,362.629311895551,0,0,2.45296039613675,0.408826732689458,0,0,0,71.1358514879656,0,0.408826732689458,0,0.408826732689458,0,4.49709405958403,0.408826732689458,11.4471485153048,4.90592079227349,0,0,54.7827821803877,35.5679257439829,0,0,0,0,0,0,0
542089601,0.451438327655744,0.451438327655744,0,0.451438327655744,132.722868330789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451438327655744,0,86.2247205822471,0,0.451438327655744,0,0,0,4.96582160421318,0,0,468.592984106662,0,2.25719163827872,79.0017073397552,18.0575331062298,0,0,0,0.451438327655744,0,0,0.451438327655744,0,224.364848844905,0,189.152659287757,0,0.451438327655744,0,0,0,0,0,0,0,0,2.25719163827872,0,8.57732822545914,0.451438327655744,0,0.451438327655744,0,0,0,0,0,0,0,0,0,0,26.1834230040331,2.70862996593446,0,0,0,0,0,49.2067777144761,0,0,0,0,0,0,94.3506104800505,0,0,0,103.830815360821,0,0,0,0,0,0,0,0,0,141.300196556248,0,0,0.451438327655744,2.25719163827872,0,0,0,428.866411272957,0.902876655311488,0,0,0,30.6978062805906,0,0,0,0,19.411848089197,0,273.120188231725,1.35431498296723,11.7373965190493,0,0,0,0,0,0,0,0,0.451438327655744,0,0,0,0,0,0,0
