cell_name,spec_id,cell_type,seed_no,hof_no,Ra_all,cm_basal,cm_somatic,decay_CaDynamics_somatic,e_pas_all,g_pas_all,gamma_CaDynamics_somatic,gbar_Ca_HVA_somatic,gbar_Ca_LVA_somatic,gbar_Ih_basal,gbar_Ih_somatic,gbar_Im_v2_basal,gbar_K_Pst_somatic,gbar_K_Tst_somatic,gbar_Kv3_1_basal,gbar_Kv3_1_somatic,gbar_NaV_basal,gbar_NaV_somatic,gbar_SK_somatic
LAMP5PAX6Other__1001422905_seed_1_Outputs,1001422905,LAMP5PAX6Other,1,11,115.255873378259,5.59954686383241,2.65235047260588,351.494063675411,-81.4866068772977,6.31046169522394e-05,0.00057568044772892,1.09916246271883e-05,0.00133150739888853,0.000505541027436997,0.000478421714414828,3.45818929859316e-05,0.88826833505978,0.933426728904872,0.167468574174938,1.85190288547679,0.00051323863336363,0.268268135620116,0.00336234510626401
LAMP5PAX6Other__1001422905_seed_1_Outputs,1001422905,LAMP5PAX6Other,1,12,90.7731918885327,3.85079847479934,8.39016123476285,66.6691474478635,-68.7716519930524,3.52130433178161e-05,0.0126373386352795,0.00014417159510371,1.05327372899219e-05,0.000446699296154073,0.000209458828889029,7.51589853230653e-05,0.891844016076173,0.649130127149532,0.295075264016362,1.69752435956169,0.00555827154793148,0.170853777961814,0.00718034557833544
LAMP5PAX6Other__1001422905_seed_1_Outputs,1001422905,LAMP5PAX6Other,1,13,101.549882458273,5.59954686383241,2.65235047260588,374.011853101149,-81.4866068772977,6.31046169522394e-05,0.00169047068963284,1.09916246271883e-05,0.00486327939856015,0.000561377668637893,0.000478421714414828,2.15264326277016e-05,0.989602694465894,0.86949627681876,0.167468574174938,1.85190288547679,0.000582743807396973,0.268268135620116,0.00336234510626401
LAMP5PAX6Other__1001422905_seed_1_Outputs,1001422905,LAMP5PAX6Other,1,14,122.398770320623,5.6472806002161,2.65235047260588,21.489211506142,-82.0665011642604,6.31046169522394e-05,0.00919611825081454,0.000212659280107858,0.00170811151199855,0.000593763495901132,0.000826134174360917,4.05747057877002e-05,0.949940028493688,0.819287207194224,0.150843074062822,1.9828748308371,0.000290347837488557,0.268268135620116,0.00336234510626401
LAMP5PAX6Other__1001422905_seed_1_Outputs,1001422905,LAMP5PAX6Other,1,15,149.369616889613,5.40340038121775,2.57194658041526,108.408786561806,-82.2268118777338,2.90732198683384e-05,0.000723785381566742,1.39004544089849e-05,0.00619961374412984,4.52044993196709e-05,0.00399393313519937,0.000484790414678273,0.681760554600582,0.827226403272605,0.234058833928939,1.32164662368433,0.00202384608634702,0.225575306378828,0.0543798033323909
LAMP5PAX6Other__1001422905_seed_1_Outputs,1001422905,LAMP5PAX6Other,1,16,191.422579144214,5.84357786242665,6.93484227977531,51.7963574551314,-77.8977205519529,6.22104097351533e-05,0.000541712931565639,0.000338856743904234,0.00183279610611083,0.000127858436136049,0.0028876413119427,0.000367659883859646,0.875052661579511,0.847752259983343,0.212811129068151,1.71691465316931,0.000535130535172938,0.256457555083556,0.0107244273728809
LAMP5PAX6Other__1001422905_seed_1_Outputs,1001422905,LAMP5PAX6Other,1,17,158.266223758508,4.73429482984987,6.63781182900879,70.7949116033947,-83.0145934921793,5.17233210617143e-05,0.00611681009203903,6.01600623185729e-05,0.00363091659387233,0.000590103301095316,0.00327494193903417,8.05766885847716e-06,0.764602180287226,0.926983824826617,0.24590656057808,1.4886285395419,0.0156923525137867,0.129578807589127,0.0088552754051444
LAMP5PAX6Other__1001422905_seed_1_Outputs,1001422905,LAMP5PAX6Other,1,18,143.944665079453,4.25239179180186,6.99752150771209,248.493646380466,-94.0911136664663,3.20153548555601e-05,0.000500483730832235,0.000248793184964597,1.24304602803981e-05,0.000689954465283223,0.00112678370526327,4.85987774322135e-06,0.91059237640901,0.324223346629067,0.115933738287211,1.66934463032265,0.00419695998903757,0.147682641413144,0.00826294187239868
LAMP5PAX6Other__1001422905_seed_1_Outputs,1001422905,LAMP5PAX6Other,1,19,115.255873378259,4.74849489436609,1.97965422274653,351.494063675411,-85.1193978939315,6.17309146345276e-05,0.00057568044772892,1.09916246271883e-05,0.00166521326219348,0.000504851844628295,0.000478421714414828,0.00110869043090628,0.88826833505978,0.940953432362171,0.167468574174938,1.85780496538178,0.0165717504489076,0.268268135620116,0.00336234510626401
LAMP5PAX6Other__1001422905_seed_1_Outputs,1001422905,LAMP5PAX6Other,1,20,154.947276950695,5.15577665532945,1.21910083964335,20.8906105162449,-94.7783306968425,3.96773085671194e-05,0.00546009342119988,3.14674674370103e-05,0.000310668866970906,0.000570065551257481,4.69293666408722e-05,7.99076098207219e-06,0.712469822148885,0.167144107831073,0.133538296213676,1.00072990686535,0.000102604145444105,0.210834922613078,0.0345435945824196
LAMP5PAX6Other__1001425139_seed_1_Outputs,1001425139,LAMP5PAX6Other,1,1,170.245542757986,3.3882388445103,7.42220163226962,99.1520562987212,-86.8492682775548,0.000112683285391442,0.0034922477126748,0.000284226174024978,0.00422139658630883,0.00088178846572848,0.000502272466152347,9.65936248160319e-06,0.143760631803223,0.0429975135780972,0.0846171698861764,0.885345183389501,0.000756509943736394,0.162846549359866,0.0463454858589833
LAMP5PAX6Other__1001425139_seed_1_Outputs,1001425139,LAMP5PAX6Other,1,2,160.510989040728,4.02460490623402,4.37000758350205,132.341601369612,-86.7291930496995,0.000140162308123678,0.0018988859203293,0.000506451886645281,0.00561923635965874,0.000980366352576907,0.000173052707801501,0.00146685089242706,0.451059584364964,0.351267580153337,0.00944900000548271,0.91518904038175,0.0064235233763021,0.251525590425922,0.0327633007469058
LAMP5PAX6Other__1001425139_seed_1_Outputs,1001425139,LAMP5PAX6Other,1,3,87.5373595672713,4.25966812279797,8.16544957470344,33.8355296320944,-90.6094787978949,9.97587485698673e-05,0.00749563395475724,0.000273488205217001,0.0044959020452026,0.0014770400391917,0.000289476588316063,0.000342079626216953,0.883742339781075,0.801139260750607,0.119917130662502,1.81812717581311,0.0073173367675776,0.328573136897017,0.0673096916869995
LAMP5PAX6Other__1001425139_seed_1_Outputs,1001425139,LAMP5PAX6Other,1,4,96.7142712512602,3.52757256958461,9.08715622098351,46.3816411039645,-83.4083757075701,0.000172506536102176,0.00402414011597831,0.000211783253942317,0.00471769642595702,0.0020040809446417,0.00239757794305178,0.0010221475895503,0.0925461453209631,0.141434513085944,0.15330167148841,0.929486931647552,0.00879516347898854,0.261829950500953,0.0581474785073684
LAMP5PAX6Other__1001425139_seed_1_Outputs,1001425139,LAMP5PAX6Other,1,5,51.0097401195836,1.49544763560769,3.50760816358329,83.0485359397133,-87.1926102401244,0.000161901717806411,0.0035181614505036,0.000261605444742638,0.00128576727236924,0.00353437906482239,0.00252390680049132,0.000426129312589162,0.372991966345198,0.711270086698917,0.087792381402985,0.0733470697112592,0.00175648987301045,0.195722735753944,0.0809208574785508
LAMP5PAX6Other__1001425139_seed_1_Outputs,1001425139,LAMP5PAX6Other,1,6,174.497024424134,4.06205596207817,3.42300151907136,139.977678369236,-97.0441148655673,8.67338843711159e-05,0.00246926793312543,2.13500252099257e-06,0.00836891391633602,0.00101550774192859,0.00112567686965227,8.46015936984572e-07,0.41823715980916,0.663528292435739,0.0488138411184744,0.934083857668268,0.000490075098099934,0.262300844029472,0.0729414029617656
LAMP5PAX6Other__1001425139_seed_1_Outputs,1001425139,LAMP5PAX6Other,1,7,187.779120795361,4.18879690373323,3.04917756576129,129.523112504294,-89.2657324382521,9.45242209279992e-05,0.00513182081878595,0.000186609954810012,0.00551843371244149,0.00164088112894458,0.00320440685158635,0.000381178956246836,0.153916819771694,0.673819362841393,0.0515716690153072,1.60605297430143,0.000384236447589283,0.161268135216252,0.0705328820693758
LAMP5PAX6Other__1001425139_seed_1_Outputs,1001425139,LAMP5PAX6Other,1,8,134.42803109645,3.55120459472717,5.80512268811286,116.450099469499,-86.3665780964189,8.91201906434271e-05,0.00365147707755596,0.000228305075407619,0.00467998305301821,0.00117990822022226,0.00323799085836974,9.22024461348011e-07,0.0632111370120851,0.771372606176134,0.26563178848038,1.54077629762333,0.0137729195036998,0.149379684067962,0.040443294233936
LAMP5PAX6Other__1001425139_seed_1_Outputs,1001425139,LAMP5PAX6Other,1,9,107.241703015792,3.47126999973116,5.68926228500484,856.70497646351,-76.741763969768,0.000162440343207521,0.00134550061175197,0.00023102057899171,0.00662566194376235,0.00278419887638584,0.00241374544235239,0.00252349199630196,0.344210788395657,0.656859372972757,0.328552750630393,0.565304195900053,0.00463355450574272,0.221525060052748,0.00580764435343223
LAMP5PAX6Other__1001425139_seed_1_Outputs,1001425139,LAMP5PAX6Other,1,10,153.438331235128,2.94910691396732,5.19516534086425,321.170971283038,-93.4973823713287,0.000181639627642124,0.00487178823265124,2.08325517170122e-05,0.00015126182947896,0.00315021064861806,0.00161217047822741,5.74959268419134e-05,0.323174385568716,0.0601140648455292,0.0536178543440741,0.165051054890162,0.0170417181335396,0.244119613210966,0.0780465461321338
LAMP5PAX6Other__1001425139_seed_1_Outputs,1001425139,LAMP5PAX6Other,1,11,162.40677123799,3.17731287699061,6.0904349526245,188.277689267003,-89.2724156977624,0.000151653545350601,0.00187001916689751,0.000148381860913554,0.00252379386372391,0.000852440169349764,0.000464687759858406,4.57514709868026e-06,0.20507046415177,0.00655905627269274,0.0404084141013821,0.32923415955128,0.0115497731700474,0.298693470737811,0.0408271819292728
LAMP5PAX6Other__1001425139_seed_1_Outputs,1001425139,LAMP5PAX6Other,1,12,179.263318582485,3.85876612653527,9.97333005279497,33.4450758615738,-83.8203127449905,0.00010851888912378,0.00311471612431573,4.02726095089307e-05,0.00587304597118955,0.000884071062410545,0.00176740347773234,0.00408221147322431,0.0419892237989377,0.732825929917646,0.120146462719954,1.98635948114136,0.017375252525385,0.245553624341934,0.0184671299379069
LAMP5PAX6Other__1001425139_seed_1_Outputs,1001425139,LAMP5PAX6Other,1,13,153.1473259909,4.26196682774247,7.48934547908394,106.113978479006,-94.6683946304215,0.000102902764529849,0.00164575218848328,0.000293609721662992,0.00848421558260522,0.00129949373429596,0.00337255507703054,0.00147914266966696,0.247392881853993,0.320429570942385,0.0270063460907193,1.2988941281847,0.00715477814667488,0.308605869353031,0.0454037147425614
LAMP5PAX6Other__1001425139_seed_1_Outputs,1001425139,LAMP5PAX6Other,1,14,177.22538019346,4.15035297366943,8.58121978718478,115.048739554318,-96.7693932684918,0.000105820511385501,0.00976548561313995,0.000316770381136169,8.94252086754874e-05,0.000861116958320746,0.000927142335649299,1.83329350532797e-05,0.457237606093854,0.319822103600945,0.125595049501918,0.00451743072667352,2.69444082459363e-05,0.376057279991564,0.00049797398811438
LAMP5PAX6Other__1001425139_seed_1_Outputs,1001425139,LAMP5PAX6Other,1,15,66.933067116531,4.0668458305552,7.98677830151465,125.657211474205,-96.4067050898287,6.30553845315138e-05,0.00213137543560056,0.000303146887124446,0.00052785407753212,0.000896215771370174,0.00114103988336035,2.54917066657287e-05,0.0521438666897577,0.868552732465018,0.534384160864283,0.1694062226297,4.14709376541332e-05,0.711408560112356,0.0727085880421531
LAMP5PAX6Other__1001425139_seed_1_Outputs,1001425139,LAMP5PAX6Other,1,16,195.308393781252,2.39773782085678,3.46514326102471,875.51266095147,-61.5714370783006,0.000106356638254362,0.0012202644729305,5.77602532479869e-05,0.00838109564710842,0.00210325908005683,0.00391604531412721,0.00434809177167908,0.805985463753838,0.770801175006351,0.384857346592331,0.266224234932155,0.00283060573197407,0.121289952196157,0.00738474413686762
LAMP5PAX6Other__1001425139_seed_1_Outputs,1001425139,LAMP5PAX6Other,1,17,111.947036218046,3.03930519559373,6.25906404859128,78.3280765894347,-92.2132025854677,0.000104238475062706,0.000865227044754836,0.000717524201185629,0.00856992614228216,0.000862038455608844,3.0333517731497e-05,2.11430475980797e-05,0.152931356459158,0.418797275026447,0.171061150283387,0.477414452956979,0.00298122924446333,0.379457720556615,0.0772843501016341
LAMP5PAX6Other__1001425139_seed_1_Outputs,1001425139,LAMP5PAX6Other,1,18,147.551019746103,3.59316144889639,8.80611174332707,94.1460307202703,-95.3728995014246,0.000151863453694628,0.00859290550656335,7.59978533332984e-05,0.00175204738401259,0.00347038149600239,0.0023178013181833,1.84782443539422e-05,0.225573979446896,0.320383259781908,0.11485776323097,0.730490871025946,8.98200733282076e-06,0.319404711130674,0.0325473258162354
LAMP5PAX6Other__1001425139_seed_1_Outputs,1001425139,LAMP5PAX6Other,1,19,125.107500566678,4.11714738279982,9.36030345999192,67.1649783400715,-90.9535555302732,0.000108603534578136,0.00750787374941601,0.000247964183707374,0.00335230471587254,0.00143535456117404,0.000130648451848617,2.01054425535782e-06,0.122309896073949,0.151929089288275,0.21466467816091,1.0580253191615,0.000427046086858005,0.339393723604702,0.0261040090748068
LAMP5PAX6Other__1001425139_seed_1_Outputs,1001425139,LAMP5PAX6Other,1,20,165.167615230358,2.96459300175409,6.36265747668491,58.8912627884026,-84.5919031025045,0.000183023018418038,0.00783832069136185,0.000127996830373982,0.00443225661719076,0.00241088306517427,0.00296950874171889,7.2626782676833e-07,0.0520813715504805,0.374670552121041,0.0622107070246865,0.91492903682635,0.00184378620678868,0.18962222410218,0.0674719264946363
LAMP5PAX6Other__1001478009_seed_1_Outputs,1001478009,LAMP5PAX6Other,1,1,168.62125394273,3.25849308683338,6.47872635585908,782.435098258296,-78.3657085082073,5.34498103937897e-05,0.00050568074814102,0.000252809997604704,0.00688186471162932,9.65303674233944e-05,0.000458949968327439,0.000780445750690754,0.396421083024645,0.0740926808901356,0.0083105455809568,1.06566291177784,0.00585374505481764,0.0872878935431988,0.0636044864114124
LAMP5PAX6Other__1001478009_seed_1_Outputs,1001478009,LAMP5PAX6Other,1,2,133.927806670934,2.76091641665261,7.92837601004448,781.13967255252,-78.5869797661467,5.51255847564136e-05,0.00416766017914245,5.76382603310557e-06,0.00190388814836333,2.91442025095643e-06,0.000763401219967318,0.00142728592912849,0.405419897212366,0.996458073328249,0.00303219517161054,1.11180555078642,0.00670947980955064,0.133518478119151,0.0268565773337885
LAMP5PAX6Other__1001478009_seed_1_Outputs,1001478009,LAMP5PAX6Other,1,3,158.782118071371,3.19153900018369,4.40339879995246,167.636502739017,-73.9882899715426,2.97126181989567e-05,0.0301023951607874,0.000368684777318089,0.000490769421703403,3.98721182604911e-05,0.000338965118104722,1.07690037316581e-05,0.00138761766145319,0.376396859217136,0.12683507619895,1.62190293420242,0.00572642995852212,0.0712782229004483,0.00472575341138955
LAMP5PAX6Other__1001478009_seed_1_Outputs,1001478009,LAMP5PAX6Other,1,4,196.297500169178,3.35833648585355,6.22987596564599,803.632435670285,-78.3657085082073,5.8133063481459e-05,0.000503705800959369,0.000413137919770065,0.00688186471162932,9.65303674233944e-05,0.000458949968327439,0.000420400748301241,0.403972745107539,0.0379500657119952,0.0530071705463056,1.06566291177784,0.00777541340990636,0.0872878935431988,0.0639905056355999
LAMP5PAX6Other__1001478009_seed_1_Outputs,1001478009,LAMP5PAX6Other,1,5,124.299157886027,3.11802305076283,9.04458860856022,710.588772533318,-76.6555882272927,4.87101360770759e-05,0.00392633258365345,0.00027209853827566,0.00368153387322893,4.28568971177669e-05,0.000562436625286776,0.0019362843335936,0.00694794818387159,0.368964515529202,0.0152951857229613,1.09006927692572,0.00563896049342423,0.132349042823248,0.0042118344225827
LAMP5PAX6Other__1001478009_seed_1_Outputs,1001478009,LAMP5PAX6Other,1,6,168.62125394273,3.23044589967541,6.22906902944,799.14408573508,-79.2452298622793,4.99325849995014e-05,0.00056937789635141,0.000252809997604704,0.00503334398662707,9.65303674233944e-05,0.000587312133624317,0.000780445750690754,0.119983540456258,0.0600620472992069,0.0214903755756934,1.11475308936756,0.00585374505481764,0.105753960331289,0.0666522511709751
LAMP5PAX6Other__1001478009_seed_1_Outputs,1001478009,LAMP5PAX6Other,1,7,132.940679411465,2.42459602581909,6.9956202544041,632.308417004211,-81.0592738264312,4.30870274123949e-05,0.00283658618337813,0.000294607945556692,0.000659536463621089,4.68599952299502e-05,0.00075977444068681,0.000908468144536944,0.244537639295955,0.456238126476325,0.0343693332672756,1.31324748092587,0.00746547500494784,0.134825994253828,0.0410134236015343
LAMP5PAX6Other__1001478009_seed_1_Outputs,1001478009,LAMP5PAX6Other,1,8,117.63339112194,3.34613822561608,8.85096900332925,866.453150825418,-76.3984772168063,4.33940536390265e-05,0.00491325124012178,0.000284788561663946,0.00162243523592713,6.63259944909221e-05,0.000232030743840322,0.00146453040441091,0.0134612365683854,0.691331503002312,0.188164349194042,0.556159904998848,0.0069975000656429,0.185274242969794,0.0016904748941899
LAMP5PAX6Other__1001478009_seed_1_Outputs,1001478009,LAMP5PAX6Other,1,9,181.686263312977,3.22486138747865,8.32682658446766,128.950145823686,-86.4345943298378,4.01003549503565e-05,0.00492616864048,0.000324076304888699,0.00385950061684839,1.26305875595536e-05,0.000836808315081349,0.000295359223678089,0.004101488304019,0.627213591215278,0.0226790594199913,0.787039203856018,0.00224903008693873,0.104219434642386,0.00941941781877281
LAMP5PAX6Other__1001478009_seed_1_Outputs,1001478009,LAMP5PAX6Other,1,10,158.585011285054,3.09645735260708,4.85862275614218,119.386563641898,-73.9882899715426,3.68774326608128e-05,0.0211987929588342,0.000292095817374883,0.00269771137109357,2.32997266947944e-05,0.00073261856772907,0.000232976800612525,0.0680262707916591,0.984902380305611,0.097321264155348,1.47675372660621,0.00619943670484987,0.0717080951399855,0.00850692894602759
LAMP5PAX6Other__1001478009_seed_1_Outputs,1001478009,LAMP5PAX6Other,1,11,189.989087110738,3.03776280631984,2.98684988768132,292.45339541283,-75.2081765478405,3.1746514594032e-05,0.00331215752883261,0.000309553533846143,0.00850244843422909,4.33444190132904e-05,0.000723583045956445,0.00110038203746894,0.00447951188278786,0.246458079935372,0.0901317301829831,0.400266686431049,0.000491559680646435,0.0721037674333819,0.00600670534650985
LAMP5PAX6Other__1001478009_seed_1_Outputs,1001478009,LAMP5PAX6Other,1,12,177.976229689444,2.99594315873318,7.90854998753077,767.6989073062,-72.3534396906848,4.13926903275657e-05,0.00741304817593893,0.000102657198329092,0.000890733595417707,2.16592515219701e-05,0.000721723815291013,0.00239324886336978,0.0651157237283179,0.292733732110722,0.049704152673939,0.905794954277966,0.0075506371787421,0.0968858609472555,0.00260756603253595
LAMP5PAX6Other__1001478009_seed_1_Outputs,1001478009,LAMP5PAX6Other,1,13,159.700414731584,3.18314942141231,8.67775946888035,132.233977078778,-78.7126240054045,5.29004965436885e-05,0.00657162102951356,0.000330642599045952,0.0041940979708869,8.79199818139696e-05,0.000512221608792126,0.00140295836766851,0.164789229286315,0.339537214385904,0.0560173302085744,0.65870889457062,0.00593416459496125,0.114793332177792,0.00194822921176096
LAMP5PAX6Other__1001478009_seed_1_Outputs,1001478009,LAMP5PAX6Other,1,14,198.038806624654,2.82860448078352,7.61271490737337,496.540221087478,-82.8570422649948,4.1654484199305e-05,0.000607803342658509,9.20323233804258e-05,0.00792509937161871,6.35660781801802e-06,0.000372483190005164,0.000803255546190211,0.0354926229363595,0.718211056621094,0.0513038946204913,0.791107623288744,0.00461989241095673,0.121349739034587,0.0607853508656403
LAMP5PAX6Other__1001478009_seed_1_Outputs,1001478009,LAMP5PAX6Other,1,15,156.428925461573,3.1504511746749,7.79832321026741,164.118517454891,-79.2803469512777,9.07815012459152e-05,0.00605527453861857,0.000180726077051239,0.00414837920664251,9.80856646953885e-05,0.000133279576365519,0.000114814806085809,0.095531981695425,0.250163542864337,0.00680511170872295,0.966783534113802,0.00446846487059882,0.11382509046729,0.0221902547800895
LAMP5PAX6Other__1001478009_seed_1_Outputs,1001478009,LAMP5PAX6Other,1,16,175.957573289133,2.97968114662898,7.1067015002116,172.138948035581,-86.4001691185018,2.59660709534928e-05,0.0126501759832677,5.40768365682348e-06,0.00135357928632662,4.79655892988388e-05,0.000916826916719522,0.000430586001777555,0.234715674600995,0.466639346418535,0.0895727401609352,0.780244363033852,0.00539572198649923,0.0957676898589867,0.0605029715706938
LAMP5PAX6Other__1001478009_seed_1_Outputs,1001478009,LAMP5PAX6Other,1,17,199.85880166352,2.25630843247316,9.00928618184477,822.062826709858,-64.3136536847568,0.000125891886057269,0.0112630525347563,0.000420976145415728,0.000287136242395472,5.56482128644524e-05,0.000434335870094891,0.00361077706841514,0.0656604331129198,0.739099125890997,0.171409038578441,0.686858242600758,0.00354387607642358,0.130857936456896,0.00104702257117189
LAMP5PAX6Other__1001478009_seed_1_Outputs,1001478009,LAMP5PAX6Other,1,18,142.976765750605,2.44587766175648,7.1067015002116,304.661189882116,-84.8453764839496,2.59256192151865e-05,0.00855104045749335,5.32163529067434e-05,0.00146346333769678,7.16790740616206e-05,0.000860928974496839,1.42654341485344e-05,0.209389410390212,0.446190565475925,0.0915436778671525,1.06382803037395,0.00581949254081474,0.097199995027976,0.060611804725859
LAMP5PAX6Other__1001478009_seed_1_Outputs,1001478009,LAMP5PAX6Other,1,19,197.802336227775,2.69078014153318,4.85997478228482,382.329268967107,-84.5900266790422,4.98084783132702e-05,0.00666404667351046,0.000235473583285826,0.00399951802548917,7.08501101144728e-05,0.000549112630587269,0.000321011148498537,0.111039441150008,0.369651058482659,0.00167144189084139,0.764798108107676,0.00188308811151066,0.0744287990768877,0.00250133820728597
LAMP5PAX6Other__1001478009_seed_1_Outputs,1001478009,LAMP5PAX6Other,1,20,187.708053103371,2.75065107718722,6.20671262097852,673.130058279123,-87.3134346887091,3.88729211211645e-05,0.000503535742053459,0.000252809997604704,0.00757559153627499,9.37566297468334e-05,0.000463300254831392,0.00054307523543833,0.0434798067315284,0.00129659679843529,0.00965337365608414,0.999727291927015,0.00527123496900692,0.101002788865338,0.0638559747977019
LAMP5PAX6Other__1001483877_seed_1_Outputs,1001483877,LAMP5PAX6Other,1,1,125.097631115147,8.2641475968176,1.75582727056458,968.856686699407,-74.0521789311839,0.000211185434434941,0.0292550426821,0.00057908050521489,0.00974424337723306,0.000341280025528561,0.00139299173487286,0.00161580618522665,0.0998786698250198,0.808482849815085,0.457923098828566,0.823257671163489,0.0593116973402718,0.107183919369173,7.0446792211535e-05
LAMP5PAX6Other__1001483877_seed_1_Outputs,1001483877,LAMP5PAX6Other,1,2,100.684306836225,8.57980711771651,9.48875398483413,201.613650604092,-73.4591325925497,7.37250499998277e-05,0.000877804634581101,9.39652436580509e-05,0.00697164954299702,0.000727688030212657,0.00212202642884924,7.6594279376154e-07,0.483795089243366,0.2562205675457,0.496999674623853,0.640425235680653,0.0135994365508127,0.171375992880012,0.0691579408233277
LAMP5PAX6Other__1001483877_seed_1_Outputs,1001483877,LAMP5PAX6Other,1,3,137.6058599302,7.34174538604694,1.09617009819999,894.636916624234,-82.3126551251227,6.37591101998933e-05,0.00103199603945728,4.60552406738442e-06,0.00141939826346697,0.000705462693757224,0.00115035617281198,0.000937278376665802,0.284595811900502,0.818585322195268,0.335573493385727,0.870777105514513,0.0473944859198032,0.0772461110016635,0.0680452635911812
